id,jurisdiction,body,meeting_date,title,item_type,confidence,signal_type,description,location,acres,units,developer,zoning_from,zoning_to,status_enum,growth_score,notes,url,agenda_text,source,scraped_at,lat,lng,geocode_source,geocode_confidence
pmn_1088907,South Jordan,City Council,2026-06-16,City Council Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1088907.html,"CITY OF SOUTH JORDAN	 
CITY COUNCIL MEETING AGENDA 	
CITY COUNCIL CHAMBERS	
TUESDAY, JUNE 16, 2026 at 6:30 p.m.	
Notice is hereby given that the South Jordan City Council will hold a City Council meeting at 6:30 p.m. on Tuesday, June 16, 2026. The meeting will be conducted in person in the City Council Chambers, located at 1600 W. Towne Center Drive, South Jordan, Utah, and virtually via Zoom phone and video conferencing. Persons with disabilities requesting assistance should contact the City Recorder at least 24 hours prior to the meeting. The agenda may be amended, and an executive session may be held at the end of the meeting. Times listed are approximate and may be accelerated or delayed.
In addition to in-person attendance, the City intends to provide virtual access via Zoom for phone and video conferencing; however, virtual access is not guaranteed and may be limited by technical issues or connectivity constraints. Individuals may join via phone or video, using Zoom. In the event the Meeting is disrupted in any way that the City in its sole discretion deems inappropriate, the City reserves the right to immediately remove the individual(s) from the Meeting and, if needed, end virtual access to the Meeting. Reasons for removing an individual or ending virtual access to the Meeting include, but are not limited to, the posting of offensive pictures, remarks, or making offensive statements, disrespectful statements or actions, and any other action deemed inappropriate. 
Please note that attendees joining virtually or by phone may not comment during public comment or a public hearing; to comment, individuals must attend in person or submit written comments prior to the meeting. To ensure comments are received, please submit them in writing to City Recorder Anna Crookston at acrookston@sjc.utah.gov by 3:00 p.m. on the day of the meeting. 
The ability to participate virtually depends on the individual's internet connection. Instructions on how to join virtually",pmn,2026-06-29T12:38:02.012847Z,40.5582032,-111.9364438,haiku_pdf_address,0.55
pmn_1088905,South Jordan,City Council,2026-06-16,City Council Study Meeting,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1088905.html,"CITY OF SOUTH JORDAN	 
CITY COUNCIL STUDY MEETING AGENDA 	
CITY COUNCIL WORK ROOM	
TUESDAY, JUNE 16, 2026 at 4:30 p.m.	
Notice is hereby given that the South Jordan City Council will hold a City Council Study Meeting at 4:30 p.m. on Tuesday, June 16, 2026, in person in the City Council Work Room, located at 1600 W. Towne Center Drive, South Jordan, Utah and virtually via Zoom phone and video conferencing. Persons with disabilities requesting assistance should contact the City Recorder at least 24 hours prior to the Meeting. The Agenda may be amended, and an Executive Session may be held at the end of the Meeting. Times listed are approximate and may be accelerated or delayed. 
In addition to in-person attendance, the City intends to provide virtual access via Zoom for phone and video conferencing; however, virtual access is not guaranteed and may be limited by technical issues or connectivity constraints. Individuals may join via phone or video, using Zoom. In the event the Meeting is disrupted in any way that the City in its sole discretion deems inappropriate, the City reserves the right to immediately remove the individual(s) from the Meeting and, if needed, end virtual access to the Meeting. Reasons for removing an individual or ending virtual access to the Meeting include, but are not limited to, the posting of offensive pictures, remarks, or making offensive statements, disrespectful statements or actions, and any other action deemed inappropriate. 
Ability to participate virtually is dependent on an individual's internet connection. Instructions on how to join virtually are below.
Join Study Meeting Virtually:
-           Join on any device that has internet capability.
-           Zoom link, Meeting ID and Password will be provided 24 hours prior to meeting start time. 
-           Zoom instructions are posted https://ut-southjordan.civicplus.com/241/City-Council. 

Study Meeting Agenda: 4:30 p.m.
A.	Welcome, Roll Call, and Introduction: By Mayo",pmn,2026-06-29T12:38:02.012872Z,,,,
pmn_1086535_item0,South Jordan,City Council,2026-06-16,"Zoning Ordinance 2026-05-Z, The Reserve Residential Rezone at 9633 S Temple Dr",nan,0.9,REZONE,Public hearing on a residential rezone request for The Reserve development. Applicant Derek Rindlisbacher is seeking a zoning change for property at 9633 S Temple Drive in South Jordan.,"9633 S Temple Dr, South Jordan, Utah",,,Derek Rindlisbacher,,,PROPOSED,65,"Public hearing scheduled for June 16, 2026 at 6:30 PM. Project name 'The Reserve' suggests residential development. Zoning code and existing/proposed zones not specified in notice.",https://www.utah.gov/pmn/sitemap/notice/1086535.html,,pmn,2026-06-29T12:38:02.012853Z,40.5762878,-111.9287449,nominatim,0.75
pmn_1086485,South Jordan,City Council,2026-06-16,Notice of Public Hearing,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1086485.html,"CITY OF SOUTH JORDAN NOTICE OF PUBLIC HEARING

Notice is hereby given that the South Jordan City Council will hold a public hearing on Tuesday, June 16, 2026 at 6:30 p.m., to receive comment on a proposed resolution to reopen the fiscal year 2025-2026 budget for the purpose of changes experienced in revenues and expenses.

The hearing will be held in the City Council Chambers at South Jordan City Hall, 1600 West Towne Center Drive and also electronically via Zoom.us phone and video conferencing. Citizens of South Jordan City are invited to offer oral comments and questions during the hearing regarding the Budget. Written statements may be submitted prior to the hearing date to the Recorder's Office. Copies of the Budget will be available beginning June 5, 2026, between the hours of 8:00 am and 5:00 pm, Monday through Thursday, and 8:00 am to 12:00 pm on Friday at the Recorder's Office, 1600 West Towne Center Drive and online at www.sjc.utah.gov. All those who desire to attend the meeting electronically, please visit
https://www.sjc.utah.gov/241/City-Council for further instructions.",pmn,2026-06-29T12:38:02.012861Z,40.5584954,-111.9367887,haiku_pdf_address,0.55
pmn_1088529,South Jordan,Planning Commission,2026-06-23,Notice of Meeting Cancellation,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1088529.html,"NOTICE OF MEETING CANCELLATION

The regularly scheduled South Jordan City Planning Commission meeting for June 23, 2026 has been cancelled.

The next regularly scheduled meeting will be Tuesday, July 14, 2026 at 6:30 p.m.",pmn,2026-06-29T12:38:02.013324Z,,,,
pmn_1091703,South Jordan,City Council,2026-07-07,NOTICE OF CITY OF SOUTH JORDAN CITY COUNCIL MEETING CANCELLATION,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1091703.html,"NOTICE OF CITY OF SOUTH JORDAN CITY COUNCIL MEETING CANCELLATION

NOTICE IS HEREBY GIVEN, the City Council Study Meeting and City Council Meeting scheduled for July 7, 2026 has been CANCELED.

The next City Council meetings are scheduled for July 21, 2026.

I, Anna Crookston, the duly appointed City Recorder of South Jordan City, Utah, certify that the foregoing City Council Notice was emailed to at least one newspaper of general circulation
within the geographic jurisdiction of the public body. The agenda was also posted at the principal office of the public body and also posted on the Utah State Public Notice
Website http://www.utah.gov/pmn/index.html and on South Jordan City's website at www.sjc.utah.gov. Published and posted June 25, 2026.",pmn,2026-06-29T12:38:02.012832Z,,,,
pmn_1056677_item0,Spanish Fork,Planning Commission,2026-02-04,Conditional Use Permit for Chicken Processing Facility at 3500 North 1150 West,nan,0.9,COMMERCIAL_PROJECT,Request for a Conditional Use Permit to allow a chicken processing facility to operate at the specified location,"3500 North 1150 West, Spanish Fork",,,,,,PROPOSED,35,Agricultural/food processing use; conditional use permit required indicating non-standard use for current zoning,https://www.utah.gov/pmn/sitemap/notice/1056677.html,,pmn,2026-06-29T12:38:02.017189Z,40.5530201,-112.317538,nominatim_title,0.65
pmn_1056677_item1,Spanish Fork,Planning Commission,2026-02-04,Zone Change - Let Them Grow Montessori Preschool Enhancement Overlay at 75 West 300 North,nan,0.9,REZONE,Request for a Zone Change to apply the Development Enhancement Overlay to accommodate a preschool facility,"75 West 300 North, Spanish Fork",,,,,Development Enhancement Overlay,PROPOSED,25,Overlay zone application for institutional/educational use; preschool/childcare facility,https://www.utah.gov/pmn/sitemap/notice/1056677.html,,pmn,2026-06-29T12:38:02.017189Z,40.456586,-112.3596797,nominatim,0.75
pmn_1056677_item2,Spanish Fork,Planning Commission,2026-02-04,Title 15 Amendment - Old Dominion Fencing Requirements,nan,0.9,GENERAL_PLAN_AMENDMENT,"Amendment to Title 15 to modify the City's fencing requirements, referenced as Old Dominion",,,,,,,PROPOSED,10,Code amendment affecting fencing standards citywide; may have implications for residential and commercial developments,https://www.utah.gov/pmn/sitemap/notice/1056677.html,,pmn,2026-06-29T12:38:02.017189Z,,,,
pmn_1056677_item3,Spanish Fork,Planning Commission,2026-02-04,Title 15 Amendment - Temporary Storage Yard Fencing Requirements,nan,0.9,GENERAL_PLAN_AMENDMENT,Amendment to Title 15 to modify fencing requirements specifically for outdoor storage yards,,,,,,,PROPOSED,15,Code amendment affecting outdoor storage yard standards; may facilitate contractor/industrial storage uses,https://www.utah.gov/pmn/sitemap/notice/1056677.html,,pmn,2026-06-29T12:38:02.017189Z,,,,
pmn_1056677_item4,Spanish Fork,Planning Commission,2026-02-04,General Plan Update - Land Use Element,nan,0.9,GENERAL_PLAN_AMENDMENT,Update to the City's General Plan involving amendments to the Land Use Element,,,,,,,PROPOSED,50,Comprehensive general plan update; affects future land use designations and development potential citywide,https://www.utah.gov/pmn/sitemap/notice/1056677.html,,pmn,2026-06-29T12:38:02.017189Z,,,,
pmn_1062915_item0,Spanish Fork,Planning Commission,2026-03-04,Tietjen Subdivision - Preliminary Plat approval for 11-lot residential subdivision,nan,0.9,NEW_SUBDIVISION,Preliminary Plat approval for a standard residential subdivision with 11 lots,2850 East 700 South,,11,Tietjen,,,PROPOSED,35,"Standard residential subdivision, moderate density project",https://www.utah.gov/pmn/sitemap/notice/1062915.html,,pmn,2026-06-29T12:38:02.017186Z,,,,
pmn_1062915_item1,Spanish Fork,Planning Commission,2026-03-04,The Villas at Annie's Acres Subdivision - Amended Preliminary Plat for 111-unit Master Planned Development,nan,0.9,LARGE_PROJECT,Amended approval for a Preliminary Plat with Master Planned Development Overlay for 111 residential units,1172 South Bradford Lane,,111,The Villas at Annie's Acres,,,PROPOSED,72,Master Planned Development Overlay; amendment to existing preliminary plat; significant residential project exceeding 50 units,https://www.utah.gov/pmn/sitemap/notice/1062915.html,,pmn,2026-06-29T12:38:02.017186Z,,,,
pmn_1062915_item2,Spanish Fork,Planning Commission,2026-03-04,The Villas at Annie's Acres Zone Change - R-R to R-1-6 with Master Planned Development Overlay,nan,0.9,REZONE,Zone change from R-R (Rural Residential) to R-1-6 (Residential) with Master Planned Development Overlay to accommodate residential subdivision,1172 South Bradford Lane,,,The Villas at Annie's Acres,R-R,R-1-6,PROPOSED,68,Rezoning paired with 111-unit Master Planned Development; rural to residential conversion,https://www.utah.gov/pmn/sitemap/notice/1062915.html,,pmn,2026-06-29T12:38:02.017186Z,,,,
pmn_1069033_item0,Spanish Fork,Planning Commission,2026-04-01,Andy Ridge Subdivision preliminary plat approval for six single-family residential lots,nan,0.9,NEW_SUBDIVISION,Preliminary plat approval for a standard subdivision containing six single-family residential lots at 418 West Quail Run Road,418 West Quail Run Road,,6,,,,PROPOSED,45,Related to concurrent zone change from R-R to R-1-12,https://www.utah.gov/pmn/sitemap/notice/1069033.html,,pmn,2026-06-29T12:38:02.017183Z,,,,
pmn_1069033_item1,Spanish Fork,Planning Commission,2026-04-01,Andy Ridge zone change from R-R to R-1-12 for six-lot subdivision,nan,0.9,REZONE,Zone change to rezone property from R-R (Rural Residential) to R-1-12 (Residential Single Family) to allow development of a standard subdivision with six residential lots,418 West Quail Run Road,,6,,R-R,R-1-12,PROPOSED,55,Public hearing required. Paired with preliminary plat approval.,https://www.utah.gov/pmn/sitemap/notice/1069033.html,,pmn,2026-06-29T12:38:02.017183Z,40.0832358,-111.6627324,haiku_pdf_address,0.70
pmn_1069033_item2,Spanish Fork,Planning Commission,2026-04-01,Hales 2-Lot Infill zone change with Infill Overlay on R-1-6 zoning,nan,0.9,REZONE,Zone change to apply the Infill Overlay to the R-1-6 zone to allow development of two single-family residences with modified setbacks on an infill site,208 North 600 East,,2,,R-1-6,R-1-6 with Infill Overlay,PROPOSED,35,Public hearing required. Infill development with modified setbacks allowed under overlay.,https://www.utah.gov/pmn/sitemap/notice/1069033.html,,pmn,2026-06-29T12:38:02.017183Z,40.5529425,-112.2819549,nominatim_title,0.65
pmn_1069033_item3,Spanish Fork,Planning Commission,2026-04-01,Title 15 Amendments to Spanish Fork City Code,nan,0.9,GENERAL_PLAN_AMENDMENT,Various modifications to Title 15 (Spanish Fork City development code),,,,,,,PROPOSED,30,Public hearing required. Specific amendments not detailed in agenda text.,https://www.utah.gov/pmn/sitemap/notice/1069033.html,,pmn,2026-06-29T12:38:02.017183Z,,,,
pmn_1077015,Spanish Fork,City Council,2026-05-05,Spanish Fork City Council and Redevelopment Agency & Local Building Authority,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1077015.html,"Tuesday, May 5, 2026
Spanish Fork City Council, Local Building Authority, and Redevelopment Agency Meeting

CITY COUNCIL AGENDA
PUBLIC NOTICE is hereby given that the City Council, Local Building Authority, and Redevelopment Agency of Spanish Fork, Utah, will hold a public meeting on May 5, 2026 in the Council Chambers, located on the second floor of Library Hall, 80 South Main Street.

-A Work Session Meeting will begin at 4:30 pm in the Explorer Room.
-City Council Meeting will begin at 6:00 pm in the Council Chambers.
Notice is hereby given that:
-In the event of an absence of a quorum, agenda items will be continued to the next regularly scheduled meeting.
-By motion of the Spanish Fork City Council, pursuant to Title 52, Chapter 4 of the Utah Code, the City Council may vote to hold a closed meeting for any of the purposes identified in that Chapter.
- Electronic Participation: Members of the City Council and City Staff may participate by phone, zoom, or other electronic means.

SPANISH FORK CITY does not discriminate on the basis of race, color, national origin, sex, religion, age or disability in the employment or the provision of services. The public is invited to participate in all Spanish Fork City Council Meetings located at 80 South Main Street, Utah 84660. If you need special accommodation to participate in the meeting, please contact the City Manager's Office at 801-804-4530
1. 4:30 pm WORK MEETING - No formal actions are taken in a work session.
A. Resident Satisfaction Survey Results
B. Budget

2. 6:00pm CITY COUNCIL MEETING
3. CALL TO ORDER, PLEDGE, OPENING CEREMONY, RECOGNITIONS
A. Prayer & Motivational Message
B. Pledge, led by invitation
C. Recognitions

4. PUBLIC COMMENTS: In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comment will be limited to three minutes per person - A spokesperson who has been asked by a group to summarize their concerns will",pmn,2026-06-29T12:38:02.016167Z,40.1088636,-111.6553552,haiku_pdf_address,0.55
pmn_1076953_item0,Spanish Fork,Planning Commission,2026-05-06,Thomas Multi-Family Concept Review,nan,0.9,LARGE_PROJECT,Work session concept review of a multi-family residential development proposal,,,,Thomas,,,PROPOSED,65,Concept review phase; details to be developed in subsequent phases,https://www.utah.gov/pmn/sitemap/notice/1076953.html,,pmn,2026-06-29T12:38:02.017180Z,,,,
pmn_1076953_item1,Spanish Fork,Planning Commission,2026-05-06,Station 61 - Argyle Substation Zone Change,nan,0.9,REZONE,Zone change from R-O and R-1-6 to P-F (Public Facilities) to accommodate development of a new City Fire Station and power substation,137 West Center Street,,,,"R-O, R-1-6",P-F,PROPOSED,40,Public facility zone change; infrastructure project for fire station and electrical substation,https://www.utah.gov/pmn/sitemap/notice/1076953.html,,pmn,2026-06-29T12:38:02.017180Z,,,,
pmn_1076953_item2,Spanish Fork,Planning Commission,2026-05-06,Arrowhead Commercial Zone Change,nan,0.9,REZONE,Zone change from R-1-12 (single-family residential) to C-2 General Commercial,approximately 450 West 1675 South,,,,R-1-12,C-2,PROPOSED,75,Residential to commercial conversion; typical gateway or infill commercial opportunity,https://www.utah.gov/pmn/sitemap/notice/1076953.html,,pmn,2026-06-29T12:38:02.017180Z,40.3674271,-111.85944,nominatim,0.75
pmn_1076953_item3,Spanish Fork,Planning Commission,2026-05-06,Maverik Convenience Store Signage Plan,signage,0.9,,Approval of signage plan for a Maverik convenience store location,1399 North Main Street,,,,,,PROPOSED,20,Signage plan approval only; convenience store use already established,https://www.utah.gov/pmn/sitemap/notice/1076953.html,,pmn,2026-06-29T12:38:02.017180Z,40.557908,-112.297096,nominatim,0.75
pmn_1076953_item4,Spanish Fork,Planning Commission,2026-05-06,Doug Smith Project Auto Dealership Signage Plan,signage,0.9,,Approval of signage plan for a proposed auto dealership,approximately 200 East 2940 North,,,Doug Smith,,,PROPOSED,25,Signage plan approval for auto dealership; dealership project status not detailed,https://www.utah.gov/pmn/sitemap/notice/1076953.html,,pmn,2026-06-29T12:38:02.017180Z,,,,
pmn_1079665_item0,Spanish Fork,Planning Commission,2026-05-12,Heritage Community concept presentation,nan,0.9,DEVELOPER_ACTIVITY,Concept presentation for Heritage Community project to City Council and Planning Commission during joint work session,,,,Heritage Community,,,PROPOSED,45,Early-stage concept presentation; no formal action taken. Project details not disclosed in work session agenda. Follow-up formal application anticipated.,https://www.utah.gov/pmn/sitemap/notice/1079665.html,,pmn,2026-06-29T12:38:02.017178Z,,,,
pmn_1080923,Spanish Fork,City Council,2026-05-19,Spanish Fork City Council,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1080923.html,"Tuesday, May 19, 2026
Spanish Fork City Council Meeting
CITY COUNCIL AGENDA

PUBLIC NOTICE is hereby given that the City Council of Spanish Fork, Utah, will hold a public meeting on May 19, 2026 in the Council Chambers, located on the second floor of Library Hall, 80 South Main Street.

-A Work Session Meeting will begin at 5:00 pm in the Explorer Room.
-City Council Meeting will begin at 6:00 pm in the Council Chambers.

Notice is hereby given that:
-In the event of an absence of a quorum, agenda items will be continued to the next regularly scheduled meeting.
-By motion of the Spanish Fork City Council, pursuant to Title 52, Chapter 4 of the Utah Code, the City Council may vote to hold a closed meeting for any of the purposes identified in that Chapter.
- Electronic Participation: Members of the City Council and City Staff may participate by phone, zoom, or other electronic means.

SPANISH FORK CITY does not discriminate on the basis of race, color, national origin, sex, religion, age or disability in the employment or the provision of services. The public is invited to participate in all Spanish Fork City Council Meetings located at 80 South Main Street, Utah 84660. If you need special accommodation to participate in the meeting, please contact the City Manager's Office at 801-804-4530

1. 5:00 pm WORK MEETING
A. Budget Document

B. Adjourn to a Closed Meeting
2. ADJOURN TO CLOSED MEETING If Needed-The Spanish Fork City Council may temporarily recess the regular meeting and convene in a closed session to discuss (a) discussion of the character, professional competence, or physical or mental health of an individual (b) strategy sessions to discuss collective bargaining, (c) strategy sessions to discuss pending or reasonably imminent litigation, (d) strategy sessions to discuss the purchase, exchange, or lease of real property, including any form of a water right or water shares, or to discuss a proposed development agreement, project proposal, ",pmn,2026-06-29T12:38:02.016162Z,40.1088635,-111.6553552,haiku_pdf_address,0.55
pmn_1084333,Spanish Fork,City Council,2026-06-02,AMENDED Spanish Fork City Council and Redevelopment Agency & Local Building Authority,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1084333.html,"Tuesday, June 2, 2026
Spanish Fork City Council, Local Building Authority, and Redevelopment Agency Meeting

CITY COUNCIL AGENDA
PUBLIC NOTICE is hereby given that the City Council, Local Building Authority, and Redevelopment Agency of Spanish Fork, Utah, will hold a public meeting on June 2, 2026 in the Council Chambers, located on the second floor of Library Hall, 80 South Main Street.
-A Work Session Meeting will begin at 4:30 pm in the Explorer Room.
-City Council Meeting will begin at 6:00 pm in the Council Chambers.

Notice is hereby given that:
-In the event of an absence of a quorum, agenda items will be continued to the next regularly scheduled meeting.
-By motion of the Spanish Fork City Council, pursuant to Title 52, Chapter 4 of the Utah Code, the City Council may vote to hold a closed meeting for any of the purposes identified in that Chapter.
- Electronic Participation: Members of the City Council and City Staff may participate by phone, zoom, or other electronic means.

SPANISH FORK CITY does not discriminate on the basis of race, color, national origin, sex, religion, age or disability in the employment or the provision of services. The public is invited to participate in all Spanish Fork City Council Meetings located at 80 South Main Street, Utah 84660. If you need special accommodation to participate in the meeting, please contact the City Manager's Office at 801-804-4530

1. 4:30 pm WORK MEETING - No formal actions are taken in a work session.
A. Fiscal Year 2026 Revision 2 Work Session
B. Review of LBA Parameters Resolution and Process

2. 6:00pm CITY COUNCIL MEETING
3. CALL TO ORDER, PLEDGE, OPENING CEREMONY, RECOGNITIONS
A. Prayer & Motivational Message
B. Pledge, led by invitation
C. Recognitions

4. PUBLIC COMMENTS: In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comment will be limited to three minutes per person - A spokesperson who has been ",pmn,2026-06-29T12:38:02.016152Z,40.1088635,-111.6553552,haiku_pdf_address,0.55
pmn_1083409,Spanish Fork,City Council,2026-06-02,Spanish Fork City Council Notice of the Fiscal Year 2027 Budget Public Hearing,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1083409.html,"NOTICE OF THE FISCAL YEAR 2027 BUDGET PUBLIC HEARING  
A Public Hearing for the Spanish Fork City Fiscal Year 2027 Budget will be held before the Spanish Fork City Council on June 2nd, 2026 at 6:00 P.M. This hearing is to receive public comment for the following items:
 1) The proposed Budget for Fiscal Year 2027
Revenues, expenditures, and transfers for all funds;
Donations in the form of cash and fee waivers;
All fees and utility rates schedule; 
This will be held in the Spanish Fork City Council Chambers at 6 pm located at 80 S Main Street, Spanish Fork, Utah. All interested residents are invited to attend.
If you need special accommodation to participate in the meeting please contact the City Manager's office, 801-804-4530.
This was published on the Utah Public Notice Website, the City Website, and posted at the Parks and Recreation, Library Hall, and City Hall buildings by the City Recorder on 05-26-2026",pmn,2026-06-29T12:38:02.016155Z,40.1088635,-111.6553552,haiku_pdf_address,0.55
pmn_1083411,Spanish Fork,City Council,2026-06-02,Spanish Fork City Council Notice to Spanish Fork City Utility Customers 2027,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1083411.html,"NOTICE TO SPANISH FORK CITY UTILITY CUSTOMERS

State law requires that the City provide an annual disclosure on funds transferred from a utility enterprise fund to any other fund. The City has budgeted the following transfers. 

The City of Spanish Fork has budgeted for the transfer from each utility fund to the general fund as a dividend to Spanish Fork taxpayers. This dividend is the result of the rate payers' investment in the City's utility infrastructure. These funds are used each year to help cover costs of important city services like police, fire, library, senior center, parks and recreation, and other city functions. The utility transfer helps keep property taxes low in Spanish Fork. If City utility services were provided by private utility vendors, these dividends would instead be paid to the private investor-owners. Because Spanish Fork residents are the investor-owners, these dividends are used to offset what otherwise would be a significant increase in property tax rates. These transfers are of funds which cannot be defined as a reasonable allocation of costs between funds. These amounts will not be repaid. 

The amounts of the transfers are as follows:	Dollar Amount          	% of Expenditures 
From the Power Fund to the General Fund	$ 1,310,000	  3.3 % From the Water Fund to the General Fund 	$ 352,000		2.6 % 
From the Sewer Fund to the General Fund	$ 152,000	0.9 %
From the Solid Waste Fund to the General Fund 	$ 50,000 	 1.3 % 
From the Broadband Fund to the General Fund 	$ 633,171 	  5.7 % 

Spanish Fork City also has a debt obligation that the Power Fund is helping make payments on. The funds are to pay for the Justice Center (Police/Court Building). This transfer is for funds which cannot be defined as a reasonable allocation of costs between funds. These amounts will not be repaid. 

The amount of this transfer is as follows:        	Dollar Amount	 % of Expenditures 
From the Power Fund to the Debt Service Fund 	$ 679,503 	1.7 %
",pmn,2026-06-29T12:38:02.016158Z,,,,
pmn_1084041_item0,Spanish Fork,Planning Commission,2026-06-03,Title 15 Flood Damage Prevention Ordinance Amendment,nan,0.9,,Update to city's floodplain ordinance to align with current effective FIRM/FIS standards,,,,,,,PROPOSED,0,Regulatory/compliance update with public hearing; affects floodplain development standards citywide,https://www.utah.gov/pmn/sitemap/notice/1084041.html,,pmn,2026-06-29T12:38:02.017174Z,,,,
pmn_1084041_item1,Spanish Fork,Planning Commission,2026-06-03,Construction Standards Revision (26.01),nan,0.9,,Various updates to the City's Construction Standards,,,,,,,PROPOSED,0,Regulatory/compliance update with public hearing; affects development standards citywide,https://www.utah.gov/pmn/sitemap/notice/1084041.html,,pmn,2026-06-29T12:38:02.017174Z,,,,
pmn_1086471,Spanish Fork,City Council,2026-06-16,Spanish Fork City Council  NOTICE OF THE FISCAL YEAR 2026 BUDGET REVISION 2 PUBLIC HEARING,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1086471.html,"NOTICE OF THE FISCAL YEAR 2026 BUDGET REVISION 2 PUBLIC HEARING  
A Public Hearing for the Spanish Fork City Fiscal Year 2026 Budget Revision 2  will be held before the Spanish Fork City Council on June 16th, 2026 at 6:00 P.M. This hearing is to receive public comment for the following items:

 1) The proposed Budget for Fiscal Year 2026 Revision 2

Revenues, expenditures, and transfers for all funds;

This will be held in the Spanish Fork City Council Chambers at 6 pm located at 80 S Main Street, Spanish Fork, Utah. All interested residents are invited to attend.
If you need special accommodation to participate in the meeting please contact the City Manager's office, 801-804-4530.
This was published on the Utah Public Notice Website, the City Website, and posted at the Parks and Recreation, Library Hall, and City Hall buildings by the City Recorder on 06-04-2026",pmn,2026-06-29T12:38:02.016147Z,40.1088635,-111.6553552,haiku_pdf_address,0.55
pmn_1085433_item0,Spanish Fork,City Council,2026-06-16,"Amendment to Spanish Fork City Construction Standards for engineering, utility, and infrastructure requirements",nan,0.9,INFRASTRUCTURE,"Proposed ordinance amending City Construction Standards including boring inspections, excavation permit communication plans, sewer manhole and main depth requirements, inlet placement restrictions, electrical standards, water and power utility standard drawings, and mow strip/curb/tree planting specifications.",Spanish Fork City,,,,,,PROPOSED,35,"Citywide construction standards update affecting all future development. Public hearing scheduled for June 16, 2026 at 6:00 p.m. at Spanish Fork City Hall, 80 South Main Street. Copies available at Engineering Department.",https://www.utah.gov/pmn/sitemap/notice/1085433.html,,pmn,2026-06-29T12:38:02.016149Z,,,,
pmn_1088485,Spanish Fork,City Council,2026-06-16,Spanish Fork City Council and Redevelopment Agency & Local Building Authority,nan,nan,,,,,,,,,PROPOSED,,,https://www.utah.gov/pmn/sitemap/notice/1088485.html,"Tuesday, June 16, 2026
Spanish Fork City Council, Local Building Authority, and Redevelopment Agency Meeting

CITY COUNCIL AGENDA
PUBLIC NOTICE is hereby given that the City Council, Local Building Authority, and Redevelopment Agency of Spanish Fork, Utah, will hold a public meeting on June 16, 2026 in the Council Chambers, located on the second floor of Library Hall, 80 South Main Street.
-A Work Session Meeting will begin at 4:30 pm in the Explorer Room.

-City Council Meeting will begin at 6:00 pm in the Council Chambers.

Notice is hereby given that:
-In the event of an absence of a quorum, agenda items will be continued to the next regularly scheduled meeting.
-By motion of the Spanish Fork City Council, pursuant to Title 52, Chapter 4 of the Utah Code, the City Council may vote to hold a closed meeting for any of the purposes identified in that Chapter.
- Electronic Participation: Members of the City Council and City Staff may participate by phone, zoom, or other electronic means.

SPANISH FORK CITY does not discriminate on the basis of race, color, national origin, sex, religion, age or disability in the employment or the provision of services. The public is invited to participate in all Spanish Fork City Council Meetings located at 80 South Main Street, Utah 84660. If you need special accommodation to participate in the meeting, please contact the City Manager's Office at 801-804-4530

1. 4:30 pm WORK MEETING - No formal actions are taken in a work session.
A. Code Enforcement
B. Diligent - Council Agenda Software Training

2. 6:00pm CITY COUNCIL MEETING

3. CALL TO ORDER, PLEDGE, OPENING CEREMONY, RECOGNITIONS
A. Prayer & Motivational Message
B. Pledge, led by invitation
C. Recognitions

4. PUBLIC COMMENTS: In order to be considerate of everyone attending the meeting and to more closely follow the published agenda times, public comment will be limited to three minutes per person - A spokesperson who has been asked by a group to su",pmn,2026-06-29T12:38:02.016144Z,40.1088635,-111.6553552,haiku_pdf_address,0.55
pmn_1085785_item0,Spanish Fork,City Council,2026-07-07,Local Building Authority Lease Revenue and Refunding Bonds Series 2026 for fire station and public works building construction,nan,0.9,INFRASTRUCTURE,"Public hearing to receive input on issuance of Lease Revenue and Refunding Bonds Series 2026 in principal amount not to exceed $83,000,000 to finance construction of a fire station and public works building and related improvements, refund outstanding bonds, and fund debt service reserve and issuance costs.","Spanish Fork, Utah",,,"Local Building Authority of Spanish Fork City, Utah",,,PROPOSED,35,"Public hearing scheduled for July 7, 2026 at 6:00 p.m. at Spanish Fork City offices (40 South Main Street). Infrastructure financing for municipal facilities (fire station and public works building). Bond amount capped at $83,000,000.",https://www.utah.gov/pmn/sitemap/notice/1085785.html,,pmn,2026-06-29T12:38:02.016136Z,,,,
